,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
46,positive regulation of nucleic acid-templated transcription (GO:1903508),0.5747847234824027,1.1057756743623177,0.259,0.7294100560854653,1.0,26/119,17.14%,ESR1;CDKN1C;CASZ1;NPAS3;BICRA;FOXO3;BCL3;SMAD3;MEF2C;PPARGC1A;SOX8;TFEB;GLI2;GLIS2;CALCOCO1;NCOA1;MITF;BICRAL;RUNX1;PPARG;KDM3A;RREB1;ELK1;DDIT3;SS18L1;VHL
26,regulation of protein ubiquitination (GO:0031396),0.6421627099759758,1.2455992013201642,0.2712215320910973,0.7043059924007525,1.0,5/15,19.80%,PRKN;HDAC8;PER2;ARRB1;PINK1
33,positive regulation of multicellular organismal process (GO:0051240),0.6131644715765736,1.17899344125388,0.2752752752752753,0.7556656471060619,1.0,15/31,23.88%,SOX5;SMAD3;PPARGC1A;SOX8;PER2;LPIN1;PPARGC1B;KDM3A;RREB1;GNAS;RFX3;ESRRB;SOX11;ENO1;ACVR1B
31,positive regulation of cell population proliferation (GO:0008284),0.6097232929994167,1.1883648557666298,0.2858575727181545,0.7710550090343304,1.0,4/29,6.22%,IGF2;PROX1;MEF2C;SOX8
35,cellular response to DNA damage stimulus (GO:0006974),0.6027528875554737,1.1741737093213802,0.28786359077231694,0.7282952999174641,1.0,2/40,3.78%,BCL6;BCL3
34,negative regulation of apoptotic process (GO:0043066),0.6067076091188606,1.1746712536240451,0.30561122244488975,0.747468953451688,1.0,7/33,9.90%,PRKN;BCL3;RB1;MEF2C;PPARGC1A;SOX8;PRKAA2
32,regulation of autophagy (GO:0010506),0.6101362249027846,1.180569894335079,0.3069908814589666,0.7738801384655629,1.0,12/23,25.51%,PRKN;FOXO3;TFEB;PRKAA2;DDIT3;MTDH;PINK1;ATF6;SIRT2;STAT3;MID2;NUPR1
39,chromatin remodeling (GO:0006338),0.5947878553258837,1.1452526072772213,0.309,0.7379291306966473,1.0,3/39,5.10%,ESR1;KDM4B;RB1
54,regulation of gene expression (GO:0010468),0.5529425171476304,1.0670590413843524,0.316,0.7147889251884434,1.0,32/147,20.00%,BCL6;ESR1;ATF7;IGF2;CASZ1;PRKN;SMAD3;PROX1;RB1;MEF2C;PPARGC1A;TFEB;PCBP3;CALCOCO1;PDE2A;PRKAA2;PPARGC1B;MITF;ZFAT;RUNX1;RREB1;DDIT3;NCOA2;VHL;PEG3;RFX3;ADAM19;FOXN3;AR;PINK1;NFIA;ESRRB
42,negative regulation of cell population proliferation (GO:0008285),0.594452681549355,1.1334614952657642,0.3173173173173173,0.7193147915567528,1.0,4/41,4.80%,CDKN1C;MYOG;CBFA2T3;PROX1
30,positive regulation of cellular catabolic process (GO:0031331),0.6083053129158845,1.2008204651785441,0.3181818181818182,0.7528932524237262,1.0,8/16,24.80%,FOXO3;TFEB;ZBTB20;PRKAA2;MTDH;PPARA;ATF6;MID2
51,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.5571708216497115,1.0712647355896956,0.336,0.7461816440937099,1.0,16/123,8.88%,BCL6;CDKN1C;BCL3;SCML4;CDAN1;CBFA2T3;PROX1;RB1;ZHX2;ANKRD1;SOX8;HDAC9;GLIS2;PBXIP1;HEYL;PER2
40,negative regulation of cell differentiation (GO:0045596),0.5964225003760847,1.1445236331022122,0.3383383383383383,0.7219874547671395,1.0,5/30,7.76%,IGF2;SMAD3;RB1;SOX8;ANKRD2
57,negative regulation of transcription by RNA polymerase II (GO:0000122),0.5470407017803361,1.057220223359107,0.344,0.7000394602939446,1.0,33/169,16.33%,BCL6;ESR1;IGF2;MXI1;PRKN;FOXO3;SMAD3;HDAC8;PROX1;RB1;ZHX2;MEF2C;SOX8;HDAC9;JAZF1;GLI2;GLIS2;ANKRD2;PDE2A;PER2;NR6A1;NFIX;MEF2A;POU6F1;MITF;ARID5B;CBX5;RUNX1;PPARG;RREB1;WWOX;DDIT3;MTDH
37,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),0.6085884587224915,1.1608336541382458,0.34404145077720205,0.7287429072581071,1.0,5/16,17.65%,PRKN;RB1;TRIM25;DDIT3;ARRB1
36,cellular response to oxidative stress (GO:0034599),0.6079290255026891,1.1653266379606402,0.34710743801652894,0.734982121249939,1.0,4/15,9.90%,FOXO3;PPARGC1A;ANKRD2;PRKAA2
43,negative regulation of gene expression (GO:0010629),0.5812076197765627,1.1179256861518518,0.35370741482965934,0.7440090525816284,1.0,5/42,6.53%,ESR1;PRKN;RB1;MEF2C;HDAC9
55,negative regulation of nucleic acid-templated transcription (GO:1903507),0.5532053789222036,1.0633184546829193,0.361,0.7104317836349557,1.0,14/112,8.88%,BCL6;CDKN1C;BCL3;SCML4;CBFA2T3;PROX1;RB1;ZHX2;SOX8;HDAC9;GLIS2;PBXIP1;HEYL;PER2
50,regulation of cellular macromolecule biosynthetic process (GO:2000112),0.5582271814928479,1.0727154073646115,0.361,0.7571320035743669,1.0,9/97,6.33%,ESR1;ATF7;IGF2;CASZ1;FOXO3;RB1;MEF2C;PPARGC1A;TFEB
47,transcription initiation from RNA polymerase II promoter (GO:0006367),0.5789196292599594,1.1029620697814109,0.366,0.7212616275179013,1.0,9/49,11.02%,ESR1;TEAD4;MAML2;MED27;PPARGC1A;HDAC9;NR6A1;NR4A1;NR3C2
44,positive regulation of macromolecule metabolic process (GO:0010604),0.5751933213827178,1.1097086362840447,0.37675350701402804,0.7510093912422762,1.0,11/34,19.29%,PRKN;SMAD3;MEF2C;PPARGC1A;CALCOCO1;PDE2A;MITF;RESF1;ARRB1;ADAM19;AR
58,positive regulation of transcription by RNA polymerase II (GO:0045944),0.5397862979379182,1.0382861732079276,0.379,0.7312533389592315,1.0,55/217,20.31%,ESR1;MYOG;IGF2;CASZ1;PLAGL1;PRKN;FOXO3;SMAD3;HDAC8;PROX1;MAML2;MEF2C;CREBRF;PPARGC1A;SOX8;TFEB;BCAS3;GLI2;GLIS2;STAT5B;HEYL;CALCOCO1;LPIN1;ZMIZ2;NFIX;NCOA1;NR4A1;MEF2A;SLC9A1;MEF2D;PPARGC1B;MITF;EAF2;RUNX1;PPARG;CCDC62;RREB1;WWOX;ELK1;DCAF6;DDIT3;NCOA2;SS18L1;SATB2;LPIN3;ARRB1;PEG3;ST18;CAMTA2;RFX3;AR;PPARA;NFIA;ESRRB;KLF5
59,"negative regulation of transcription, DNA-templated (GO:0045892)",0.535383321157583,1.036683760149843,0.384,0.7226460550090343,1.0,40/219,16.33%,BCL6;ESR1;CDKN1C;IGF2;MXI1;PRKN;FOXO3;BCL3;SMAD3;SCML4;HDAC8;CBFA2T3;PROX1;RB1;ZHX2;MEF2C;SOX8;HDAC9;JAZF1;GLI2;GLIS2;ANKRD2;PBXIP1;HEYL;PDE2A;PER2;NR6A1;NFIX;MEF2A;POU6F1;MITF;ARID5B;RBFOX2;CBX5;RUNX1;PPARG;RREB1;WWOX;DDIT3;MTDH
45,"regulation of gene expression, epigenetic (GO:0040029)",0.5853756848258156,1.1074266574004084,0.38657171922685657,0.7409896738039332,1.0,1/21,1.73%,IGF2
61,"positive regulation of transcription, DNA-templated (GO:0045893)",0.5360474806604165,1.0331691790481643,0.389,0.7070092156646871,1.0,62/263,20.31%,ESR1;CDKN1C;MYOG;IGF2;CASZ1;PLAGL1;NPAS3;PRKN;BICRA;FOXO3;BCL3;SMAD3;HDAC8;PROX1;MAML2;MEF2C;CREBRF;PPARGC1A;SOX8;TFEB;BCAS3;GLI2;GLIS2;STAT5B;HEYL;CALCOCO1;LPIN1;ZMIZ2;NFIX;NCOA1;NR4A1;MEF2A;SLC9A1;MEF2D;PPARGC1B;MITF;EAF2;BICRAL;RUNX1;PPARG;KDM3A;CCDC62;RREB1;WWOX;ELK1;DCAF6;DDIT3;NCOA2;SS18L1;VHL;SATB2;LPIN3;ARRB1;PEG3;ST18;CAMTA2;RFX3;AR;PPARA;NFIA;ESRRB;KLF5
48,heart development (GO:0007507),0.5722081878713142,1.0993371734049182,0.3953252032520325,0.7156173049424548,1.0,6/21,12.04%,MEF2C;HDAC9;GLI2;MEF2A;MEF2D;POU6F1
76,DNA metabolic process (GO:0006259),-0.18580375782881,-0.9033870909080485,0.4,0.6245407788390889,0.7714701601164483,22/22,81.94%,KMT5B;MEN1;KAT5;MCM8;POLD1;SIRT7;MMS19;XPC;SP100;RIF1;PSME4;USP3;UBE2T;XPA;ERCC4;KMT5C;CENPS;DOT1L;BTG2;PRIMPOL;TOP1;GADD45A
53,"DNA-templated transcription, initiation (GO:0006352)",0.561241105674896,1.068275049124336,0.42,0.725330329325511,1.0,9/54,11.02%,ESR1;TEAD4;MAML2;MED27;PPARGC1A;HDAC9;NR6A1;NR4A1;NR3C2
56,positive regulation of gene expression (GO:0010628),0.5513422997602236,1.0614961343898395,0.42326980942828485,0.7026173142150699,1.0,7/41,8.78%,PRKN;BCL3;SMAD3;MEF2C;PPARGC1A;CALCOCO1;PDE2A
52,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),0.5605010541135891,1.0696968392818904,0.4256410256410256,0.7357013254139314,1.0,7/17,24.69%,FOXO3;SMAD3;PPARG;PPARA;KLF5;TEAD1;STAT3
49,negative regulation of multicellular organismal process (GO:0051241),0.5754064259831702,1.073073643373533,0.4357142857142857,0.77111021883156,1.0,3/18,6.53%,RB1;MEF2C;HDAC9
60,histone deacetylation (GO:0016575),0.5430961247307098,1.0365399511105724,0.45799180327868855,0.7111120619007968,1.0,3/17,8.88%,HDAC8;HDAC9;PER2
64,regulation of transcription by RNA polymerase II (GO:0006357),0.5196890955353184,1.0054723758829904,0.488,0.733556746405572,1.0,92/454,18.88%,BCL6;ESR1;CAMTA1;HOXC5;ATF7;MYOG;IGF2;CASZ1;PLAGL1;BACH2;NPAS3;MXI1;PRKN;SOX5;FOXO3;PURG;SMAD3;HDAC8;TEAD4;PROX1;RB1;ZHX2;MAML2;MEF2C;ANKRD1;CREBRF;MED27;PPARGC1A;SOX8;TFEB;HDAC9;JAZF1;HOXC6;ZBTB20;BCAS3;GLI2;GLIS2;ANKRD2;STAT5B;HEYL;CALCOCO1;PKNOX2;PDE2A;PER2;SIM2;LPIN1;STAT2;ZMIZ2;NR6A1;NFIX;NCOA1;TBX15;NR4A1;MEF2A;SLC9A1;MEF2D;NR3C2;PPARGC1B;RELB;POU6F1;MITF;ARID5B;CBX5;EAF2;RUNX1;PPARG;KDM3A;HIVEP2;CCDC62;RREB1;ZBTB34;WWOX;ELK1;DCAF6;DDIT3;NCOA2;MTDH;SS18L1;HOXA3;PURB;FOXO6;VHL;SATB2;LPIN3;ZBTB37;ARRB1;PEG3;GADD45A;ST18;ZFP14;CAMTA2;RFX3
65,ubiquitin-dependent protein catabolic process (GO:0006511),0.5224304013189703,1.0015234254345848,0.4886831275720165,0.7305031848296252,1.0,6/18,23.98%,PRKN;TRIM25;DDIT3;ARRB1;PINK1;SIRT2
63,transcription by RNA polymerase II (GO:0006366),0.5285592031026963,1.0093870576984336,0.511,0.7364234089540252,1.0,14/71,15.10%,ESR1;SOX5;TEAD4;MAML2;MED27;PPARGC1A;HDAC9;NR6A1;NFIX;NR4A1;NR3C2;EAF2;PPARG;RREB1
62,nervous system development (GO:0007399),0.5296055919421283,1.0120966678423493,0.5281124497991968,0.7425837229089588,1.0,7/32,13.57%,PRKN;PROX1;MEF2C;SOX8;GLIS2;FGF13;RBFOX2
68,generation of neurons (GO:0048699),0.502759285136729,0.961158355998528,0.5403472931562819,0.7773306681331087,1.0,7/20,22.55%,MEF2C;HEYL;PER2;FGF13;RUNX1;LHX6;SOX11
72,chromosome organization (GO:0051276),0.4881953854200004,0.9392907760214168,0.5482546201232033,0.7742709969115517,1.0,2/18,4.29%,CDAN1;HDAC8
70,regulation of intracellular signal transduction (GO:1902531),0.49671751999107416,0.9561631936843832,0.5571284125379171,0.7645531894438302,1.0,4/25,11.53%,BCL3;PDE2A;PRKAA2;TTI1
66,central nervous system development (GO:0007417),0.5091707890577333,0.9808031023612874,0.5589123867069486,0.7623446709436156,1.0,5/30,12.04%,PRKN;PROX1;SOX8;GLIS2;POU6F1
71,negative regulation of programmed cell death (GO:0043069),0.48806033592417,0.9402116346885651,0.5624365482233502,0.7836723995627829,1.0,5/22,17.14%,BCL3;SOX8;PRKAA2;MTDH;VHL
73,cellular macromolecule biosynthetic process (GO:0034645),0.497917602000967,0.9310618857840446,0.5790575916230366,0.7782817951458787,1.0,6/15,29.80%,BCL3;MEF2A;TOP1;CREBL2;ING4;PTMA
74,regulation of macromolecule metabolic process (GO:0060255),0.47595965075915514,0.9255517133756891,0.5800203873598369,0.7773271766044302,1.0,3/22,8.06%,PROX1;TFEB;PCBP3
69,"transcription, DNA-templated (GO:0006351)",0.5034415585565226,0.958408570256666,0.6042084168336673,0.7711016147073163,1.0,8/41,15.10%,SOX5;FOXO3;BCL3;POLR3GL;NFIX;MEF2A;EAF2;RREB1
78,double-strand break repair (GO:0006302),0.45675518435087237,0.8788964888540739,0.6131687242798354,0.8187522843214472,1.0,1/18,2.96%,KDM4B
79,regulation of canonical Wnt signaling pathway (GO:0060828),0.4542468793087383,0.8736652086159975,0.6200204290091931,0.8158724672743768,1.0,1/19,2.65%,PRKN
77,protein ubiquitination (GO:0016567),0.45561258469818106,0.8830912673273531,0.6210739614994935,0.8232061052779784,1.0,5/23,19.80%,PRKN;TRIM25;VHL;ARRB1;PINK1
67,"regulation of transcription, DNA-templated (GO:0006355)",0.5056002079611942,0.978599654179977,0.622,0.755370407548685,1.0,82/455,17.65%,BCL6;ESR1;CAMTA1;CDKN1C;HOXC5;ATF7;MYOG;IGF2;CASZ1;PLAGL1;BACH2;NPAS3;MXI1;SOX5;BICRA;FOXO3;PURG;BCL3;SMAD3;SCML4;CBFA2T3;TEAD4;PROX1;RB1;ZHX2;MEF2C;ANKRD1;CREBRF;MED27;PPARGC1A;SOX8;TFEB;HDAC9;HOXC6;ZBTB20;GLI2;GLIS2;ANKRD2;PBXIP1;STAT5B;HEYL;CALCOCO1;PKNOX2;PER2;SIM2;STAT2;ZMIZ2;NR6A1;NFIX;NCOA1;TBX15;NR4A1;MEF2A;MEF2D;NR3C2;PPARGC1B;RELB;POU6F1;MITF;ZFAT;ARID5B;RBFOX2;CBX5;BICRAL;RUNX1;PPARG;KDM3A;HIVEP2;RREB1;ZBTB34;ELK1;DDIT3;NCOA2;MTDH;SS18L1;HOXA3;PURB;FOXO6;VHL;SATB2;ZBTB37;ARRB1
75,positive regulation of cellular process (GO:0048522),0.47818329401084225,0.9189829105622385,0.6312625250501002,0.7777316962351672,1.0,10/34,25.51%,IGF2;PROX1;PRKAA2;VHL;AR;LMNA;SHANK2;SOX11;SIRT2;NUPR1
81,neuron differentiation (GO:0030182),0.4504671780500224,0.8560141669563652,0.6479017400204709,0.8197570521066473,1.0,9/19,34.69%,MEF2C;GLI2;RUNX1;LHX6;SOX11;PBX4;PITX2;IRX3;IRX5
80,protein modification by small protein conjugation (GO:0032446),0.44402379626591293,0.8646924920005993,0.6490335707019329,0.8182217426219636,1.0,4/21,19.80%,PRKN;VHL;ARRB1;PINK1
82,regulation of lipid metabolic process (GO:0019216),0.43857030869273317,0.8190811379641332,0.6711758584807492,0.8576982778460589,1.0,6/15,25.82%,NCOA1;PPARG;NCOA2;PPARA;NCOR1;RORA
83,regulation of fat cell differentiation (GO:0045598),0.4139225268959883,0.7839055284443068,0.7275510204081632,0.8876743674154558,1.0,5/19,25.82%,SMAD3;PPARG;CREBL2;SIRT2;RORA
84,protein-containing complex assembly (GO:0065003),0.3913674102892971,0.7646617447284745,0.7472194135490394,0.8972070056691619,1.0,5/21,25.10%,PPARGC1A;SLC9A1;MITF;TEAD1;TLE4
85,brain development (GO:0007420),0.3988826526808178,0.7557807258135142,0.7528556593977155,0.8960166278918715,1.0,2/16,12.04%,PROX1;POU6F1
87,protein deacetylation (GO:0006476),0.3893555425733187,0.7361679574241714,0.779045643153527,0.8946871675585616,1.0,4/15,23.98%,HDAC9;HDAC11;SIRT3;SIRT2
86,histone lysine demethylation (GO:0070076),0.38719059194683225,0.7413304113301987,0.7808930425752856,0.900549996965212,1.0,1/16,2.96%,KDM4B
89,phosphorylation (GO:0016310),0.3767265604832015,0.7320581743722773,0.782608695652174,0.8781797797924247,1.0,10/23,32.24%,PRKAA2;MAP4K2;TOP1;PINK1;ACVR1B;STAT3;CDK17;RARA;LIPE;PRKCB
88,protein phosphorylation (GO:0006468),0.3801719521762946,0.7326773646223472,0.7910750507099391,0.8876343742585461,1.0,10/23,32.24%,PRKAA2;MAP4K2;TOP1;PINK1;ACVR1B;MAP3K10;CDK17;RARA;LIPE;PRKCB
90,positive regulation of cytokine production (GO:0001819),0.37872400952271534,0.7229229835426647,0.8012232415902141,0.8767873474759642,1.0,10/21,41.02%,POLR3GL;RUNX1;DDIT3;STAT3;RORA;RARA;ARNT;FOXP1;GATA4;LRRFIP1
91,gene expression (GO:0010467),0.3465064938837405,0.6633019052080126,0.8581706063720452,0.9135042833095433,1.0,4/20,22.96%,BCL3;MEF2A;RBM39;CREBL2
92,cellular protein modification process (GO:0006464),0.32542529898943967,0.6329935740068897,0.9028056112224448,0.9242621963461153,1.0,14/37,34.08%,B3GALT1;PRKAA2;DCAF6;VHL;MAP4K2;PINK1;SIRT3;ACVR1B;SIRT2;CDK17;RARA;LIPE;PRKCB;SETD3
93,DNA repair (GO:0006281),0.27347756469328377,0.5338340898932588,0.9387550200803213,0.9668568517355197,1.0,1/30,2.96%,KDM4B
94,regulation of signal transduction by p53 class mediator (GO:1901796),0.17696786701859324,0.3377815130023508,0.995880535530381,1.0,1.0,1/18,9.90%,PRKAA2
95,histone modification (GO:0016570),0.15219951864726414,0.2918738814184192,0.9969849246231156,0.9985629603017784,1.0,1/29,6.53%,HDAC9
