,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
5,negative regulation of nucleic acid-templated transcription (GO:1903507),0.6907564362250801,1.2733811441817608,0.0712136409227683,0.2513886791186293,0.6,12/33,15.80%,SCML4;BCL6;ZHX2;PROX1;HDAC9;CDKN1C;HEYL;SOX8;BCL3;GLIS2;PER2;SFMBT2
7,negative regulation of cellular process (GO:0048523),0.6872702382922626,1.254019007714483,0.16279069767441862,0.22516739666717012,0.667,4/19,6.32%,BCL6;SMAD3;MYOG;PROX1
10,transcription by RNA polymerase II (GO:0006366),0.6549720815195256,1.20883980313324,0.17688442211055277,0.24797133088931908,0.798,4/27,7.22%,ESR1;SOX5;GLIS3;HDAC9
14,regulation of nucleic acid-templated transcription (GO:1903506),0.6293317676727292,1.1718235276280202,0.211,0.24863649331252413,0.885,5/35,7.00%,ESR1;CASZ1;RALY;MEF2C;TFEB
18,regulation of gene expression (GO:0010468),0.5939210374774665,1.1120004643485097,0.24124124124124124,0.3003733468999489,0.971,7/57,7.00%,ESR1;BCL6;SMAD3;CASZ1;MEF2C;PROX1;TFEB
13,regulation of cell population proliferation (GO:0042127),0.6511232671928975,1.1774939056374236,0.2639593908629442,0.2528031300120109,0.87,8/18,25.51%,BCL6;MYOG;PROX1;STAT5B;CBFA2T3;STAT2;IGF2;ST18
16,transcription initiation from RNA polymerase II promoter (GO:0006367),0.6286826777189308,1.1597710490680264,0.2778904665314402,0.23958231533060287,0.912,2/22,7.22%,ESR1;HDAC9
15,"DNA-templated transcription, initiation (GO:0006352)",0.6292913603878689,1.1614153801544576,0.28426395939086296,0.2511579318330564,0.909,2/22,7.22%,ESR1;HDAC9
17,regulation of cellular macromolecule biosynthetic process (GO:2000112),0.5985977855283185,1.1156380046142012,0.3,0.308893699620176,0.968,4/35,7.00%,ESR1;CASZ1;MEF2C;TFEB
19,negative regulation of cell differentiation (GO:0045596),0.5192945060442358,0.9336233770581953,0.6128702757916241,0.6630418365805769,1.0,8/15,34.99%,SMAD3;SOX8;ANKRD2;RORA;IGF2;HEY1;PPARA;ESRRB
