,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
7,heart development (GO:0007507),0.6126040855091941,1.4047417355345517,0.06418219461697723,0.6725746741721182,0.968,9/16,26.28%,MEF2A;NIPBL;CHD7;MEF2D;KDM6B;KDM6A;TCF25;NOTCH1;SOX4
9,regulation of signal transduction (GO:0009966),0.6080156206519653,1.3954099520475542,0.06444906444906445,0.58613519955373,0.986,7/16,20.30%,RUNX1;OGT;SREBF2;WWTR1;CREBBP;ESR1;APP
31,"negative regulation of transcription, DNA-templated (GO:0045892)",0.4294571013826534,1.148366755746969,0.066,0.9776104264922156,1.0,89/232,32.38%,ZEB1;RUNX1;RBFOX2;MEF2A;NFIX;MTDH;RREB1;PBXIP1;NCOR1;NIPBL;CBX5;ARID5B;FOXN3;ZEB2;FOXP1;RB1;PEG3;DDX5;STAT3;CUX1;CDKN1C;ATXN1;CNOT1;ZHX2;HNRNPU;NFIC;LRRFIP1;PHF21A;ENO1;SREBF2;BRD7;NSD1;RFX3;TPR;RBPJ;CREBBP;ZFHX3;WWOX;ZHX3;TRPS1;JARID2;LCOR;BPTF;GATAD2B;SFPQ;ESR1;THRA;NR6A1;RSF1;BCLAF1;N4BP2L2;MBTD1;UIMC1;MEIS2;KDM1A;FOXO1;TBL1XR1;BCL6;PRDM2;HDAC4;RCOR1;TCF25;TCF7L2;KDM5C;TBL1X;TSHZ3;PHC3;KDM2A;MECP2;NOTCH1;ZBTB18;ZBTB7A;SMAD3;CHD3;HDAC8;SMARCA4;KAT6B;ZMYND11;GTF2IRD1;CLOCK;SBNO2;NFKB1;SIRT2;EHMT1;BTAF1;JUN;NRIP1;NR2C2;MITF
6,regulation of glycolytic process (GO:0006110),0.6114018332021232,1.4057244155607558,0.06707946336429309,0.7614121260857911,0.967,11/15,35.62%,ZBTB20;NCOR1;OGT;TPR;APP;HDAC4;ARNT;ZBTB7A;EP300;NUP153;HIF1A
33,positive regulation of transcription by RNA polymerase II (GO:0045944),0.4247069261052463,1.1399917533934576,0.08,0.9612705572111698,1.0,99/228,34.74%,RUNX1;TCF4;MEF2A;TCF12;NFIX;TEAD1;RREB1;NCOA1;ZEB2;PEG3;ATF6;STAT3;MAML3;ATRX;OGT;DDX17;HNRNPU;NFIC;NCOA2;KMT2C;SREBF2;MEF2D;WWTR1;RFX3;RLF;CDK8;RBPJ;CREBBP;ZFHX3;WWOX;ASXL2;NFIB;BCAS3;PPARGC1B;DCAF6;MLLT10;SMARCA5;BPTF;SFPQ;ESR1;THRA;TET2;RSF1;DHX36;ATAD2B;BCLAF1;BRD4;PBX1;MEIS2;KDM1A;HIPK2;FOXO1;APP;TBL1XR1;THRAP3;KDM6B;NFAT5;PRDM2;SMAD1;DOT1L;SIX1;HDAC4;NFATC3;MED13;TCF7L2;TBL1X;CCNT2;STAT5B;E2F2;ARNT;NOTCH1;ZBTB18;SOX4;CCNT1;SMAD3;HDAC8;SMARCA4;KAT6B;CASZ1;UBP1;CLOCK;SBNO2;NFKB1;SIRT2;PCGF5;JUN;NRIP1;FOXJ3;NR2C2;MITF;CDK7;MRTFB;INO80;TCERG1;CHD8;GLYR1;EP300;KMT2A;HOXC4
10,histone lysine demethylation (GO:0070076),0.5881739536184277,1.3829244892488144,0.0811088295687885,0.5852223743597547,0.989,11/17,26.77%,JMJD1C;KDM5A;KDM1A;KDM6B;KDM6A;KDM5C;KDM3A;KDM4C;KDM5B;KDM2A;KDM7A
12,gene expression (GO:0010467),0.5674422076604606,1.35525087961067,0.08620689655172414,0.6187706507195324,0.996,6/21,12.95%,MEF2A;RBM39;DDX17;ATXN1;HNRNPU;TPR
36,"positive regulation of transcription, DNA-templated (GO:0045893)",0.4182043244415954,1.1277171498420804,0.087,0.9407856053223466,1.0,120/271,36.74%,RUNX1;TCF4;MEF2A;TCF12;NFIX;TEAD1;RREB1;NCOA1;ZEB2;KMT2E;PEG3;ATF6;STAT3;MAML3;ATRX;CDKN1C;OGT;DDX17;HNRNPU;NFIC;NCOA2;KMT2C;SREBF2;MEF2D;BRD7;NSD1;WWTR1;ARID1B;RFX3;RLF;CDK8;DYRK1A;RBPJ;CREBBP;ZFHX3;WWOX;ASXL2;NFIB;BCAS3;PPARGC1B;NSD3;DCAF6;MLLT10;SMARCA5;BPTF;SFPQ;ESR1;THRA;KDM5A;TET2;RSF1;DHX36;ATAD2B;BCLAF1;BRD4;PBX1;SMARCC1;MEIS2;KDM1A;HIPK2;FOXO1;APP;TBL1XR1;THRAP3;KDM6B;NFAT5;PRDM2;SMAD1;DOT1L;SIX1;HDAC4;NFATC3;MED13;TCF7L2;KDM3A;TBL1X;CCNT2;STAT5B;E2F2;ARNT;NOTCH1;ZBTB18;SOX4;BICRA;WAC;CCNT1;SMAD3;HDAC8;SMARCA4;TAF15;KAT6B;CASZ1;UBP1;CLOCK;SBNO2;NFKB1;SIRT2;PCGF5;JUN;NRIP1;FOXJ3;NR2C2;MITF;CDK7;MRTFB;INO80;TCERG1;MLLT3;CHD8;GLYR1;EP300;KMT2A;HOXC4;CREB5;HIF1A;SSBP3;TET3;BICRAL;CREBRF;TMF1
11,regulation of myeloid cell differentiation (GO:0045637),0.5895768009924431,1.3685302119615275,0.09109947643979058,0.6006051692952651,0.996,5/16,13.95%,RUNX1;PURB;KMT2E;KMT2C;CREBBP
17,positive regulation of cell differentiation (GO:0045597),0.5172278223652541,1.2728567901014656,0.0990990990990991,0.8189507018048019,1.0,7/31,17.68%,ZEB1;TCF4;MEF2A;WWTR1;ASXL2;ZHX3;DHX36
14,positive regulation of response to DNA damage stimulus (GO:2001022),0.5709526139160618,1.3172144309352831,0.11490683229813664,0.7178863025508393,0.999,6/16,19.05%,EYA4;DDX5;BABAM2;ANKRD1;BCLAF1;UIMC1
13,regulation of primary metabolic process (GO:0080090),0.5512446180103697,1.3242523250661244,0.11542390194075587,0.7304774945121818,0.999,9/20,23.91%,NCOR1;NCOA1;PSME4;NCOA2;SREBF2;CHD9;CREBBP;TBL1XR1;TBL1X
25,chromatin remodeling (GO:0006338),0.4746245127253189,1.2096387227418235,0.125,0.8517361233016185,1.0,25/54,29.14%,TOP1;RB1;CHD4;ATRX;PBRM1;ARID1B;JARID2;SMARCA5;BPTF;GATAD2B;ESR1;KDM5A;RSF1;SMARCC1;KDM6B;HDAC4;KDM6A;KDM5C;KDM4C;KDM5B;BAZ2A;ACTB;ZBTB7A;CHD3;SMARCA4
16,protein-DNA complex assembly (GO:0065004),0.5466359720044357,1.2815641374765805,0.14519427402862986,0.8186192474860019,0.999,5/18,17.43%,TCF4;PSME4;ATRX;SMARCA5;RSF1
19,cellular response to cytokine stimulus (GO:0071345),0.5069873274029323,1.252932960436216,0.14587525150905434,0.8385820781986916,1.0,14/28,30.64%,ZEB1;STAT3;ANKRD1;HNRNPU;GSK3B;TPR;FOXO1;BCL6;NFAT5;STAT5B;PIK3CA;SMAD3;SBNO2;NFKB1
15,generation of neurons (GO:0048699),0.5601293986241586,1.2853852857972907,0.14860681114551083,0.8484836959277854,0.999,2/16,3.86%,RUNX1;NAV1
20,positive regulation of cytokine production (GO:0001819),0.505303600582854,1.238219218451069,0.1693548387096774,0.8788236629405046,1.0,7/22,20.30%,RUNX1;FOXP1;STAT3;LRRFIP1;CREBBP;DHX36;APP
18,regulation of lipid metabolic process (GO:0019216),0.5265627388366818,1.2660175549753023,0.17533129459734964,0.8118806067351554,1.0,8/20,23.91%,NCOR1;NCOA1;NCOA2;SREBF2;CHD9;CREBBP;TBL1XR1;TBL1X
22,regulation of cell migration (GO:0030334),0.515550876291673,1.2323223441673132,0.19242579324462641,0.8340223620123606,1.0,6/17,18.56%,STAT3;ARID2;LMNA;ZMYND8;CCAR1;ACTN4
34,regulation of cell population proliferation (GO:0042127),0.43617304223920966,1.1351941806798331,0.209,0.9569016104844493,1.0,22/70,26.28%,RUNX1;RBFOX2;STAT3;ARID2;LMNA;PBRM1;BRD7;CCAR1;WWTR1;MEIS2;APP;BCL6;DOT1L;SIX1;HDAC4;ZBTB7C;TCF7L2;KDM4C;STAT5B;MECP2;NOTCH1;SOX4
23,intracellular steroid hormone receptor signaling pathway (GO:0030518),0.5148920474132224,1.2153197634120059,0.22244897959183674,0.8916949811518501,1.0,8/18,26.40%,RBFOX2;DDX5;DDX17;PPARGC1B;ESR1;UBE3A;KDM3A;SAFB
26,regulation of autophagy (GO:0010506),0.5010754241644924,1.2018028618829455,0.22525252525252526,0.8581308119824271,1.0,7/22,20.17%,MTDH;ATF6;STAT3;GSK3B;SREBF2;FOXO1;TLK2
29,positive regulation of multicellular organismal process (GO:0051240),0.46861059654654547,1.1575990404150893,0.24674022066198595,0.9923762192132799,1.0,15/32,32.13%,GNAS;RREB1;OGT;ENO1;WWTR1;RFX3;PPARGC1B;THRA;KDM1A;KDM6B;SIX1;KDM3A;SMAD3;EHMT1;NR2C2
28,positive regulation of intracellular signal transduction (GO:1902533),0.4791407707328421,1.1653339984408821,0.25100806451612906,0.9837877349169626,1.0,13/26,34.37%,MTDH;ANKRD17;ESR1;DHX36;BCLAF1;BRD4;ACTN4;APP;NFAT5;TCF7L2;PIK3CA;MIER1;EP300
35,positive regulation of DNA-binding transcription factor activity (GO:0051091),0.46109440771654037,1.1311872306791348,0.27839195979899495,0.9488592502437018,1.0,14/30,30.64%,MTDH;ARID5B;STAT3;PPARGC1B;ESR1;KDM1A;HIPK2;APP;HDAC4;ZBTB7A;SMAD3;SMARCA4;CLOCK;NFKB1
47,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.40647917741132417,1.07222736458473,0.284,0.9487888162009568,1.0,52/146,31.63%,ZEB1;RBFOX2;PBXIP1;NCOR1;NIPBL;CBX5;ARID5B;FOXN3;FOXP1;RB1;CDKN1C;ATXN1;ANKRD1;CNOT1;ZHX2;ENO1;GSK3B;NCL;BRD7;RFX3;RBPJ;ZHX3;JARID2;SFPQ;THRA;RSF1;DHX36;BCLAF1;MBTD1;UIMC1;KDM1A;FOXO1;BCL6;HDAC4;RCOR1;TCF7L2;KDM5C;TSHZ3;PHC3;MECP2;NOTCH1;ZBTB18;ZBTB7A;SMARCA4;KAT6B;ZMYND11;CLOCK;SBNO2;SIRT2;EHMT1;BTAF1;JUN
30,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),0.5029624626032724,1.1539380611409191,0.28958333333333336,0.979831143697989,1.0,11/15,41.47%,TEAD1;DDX5;STAT3;NFIB;NFATC3;SMAD3;SMARCA4;JUN;HIF1A;NR3C1;FOXO3
32,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),0.4991369573075707,1.147941293506343,0.3053830227743271,0.9500451033997359,1.0,5/17,18.43%,MTDH;ANKRD17;ESR1;DHX36;BRD4
37,"mRNA splicing, via spliceosome (GO:0000398)",0.46698357612671143,1.1151545586024718,0.32323232323232326,0.9764827403973192,1.0,7/22,16.69%,DDX5;DDX17;HNRNPU;CCAR1;SF3B1;FUS;SFPQ
38,negative regulation of multicellular organismal process (GO:0051241),0.4745156870983258,1.1123445236443668,0.3500511770726714,0.9660863334984742,1.0,5/17,17.56%,RB1;GSK3B;RBPJ;NFIB;USF3
42,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",0.4648457572501295,1.0986979513282733,0.35300101729399797,0.9372379607909737,1.0,6/19,16.69%,DDX5;HNRNPU;CCAR1;SF3B1;FUS;SFPQ
40,positive regulation of cell population proliferation (GO:0008284),0.4391082202930822,1.1033747038615096,0.35735735735735735,0.9599259844720764,1.0,14/37,26.28%,FOXP1;HNRNPU;CCAR1;WWTR1;RBPJ;MEIS2;KDM1A;DOT1L;HDAC4;TCF7L2;KDM4C;MECP2;NOTCH1;SOX4
39,regulation of canonical Wnt signaling pathway (GO:0060828),0.45939488339436924,1.1039410602713575,0.3606060606060606,0.9810842334803996,1.0,11/23,33.87%,ZEB2;PSME4;GSK3B;WWTR1;TBL1XR1;TCF7L2;TBL1X;SOX4;NFKB1;MLLT3;CHD8
44,cytokine-mediated signaling pathway (GO:0019221),0.44381205259751627,1.0884250121889314,0.36262626262626263,0.9385871494497692,1.0,15/26,42.96%,ZEB1;PSME4;STAT3;ACTN4;FOXO1;BCL6;STAT5B;PIK3CA;SMARCA4;NFKB1;HIF1A;IRF2;POU2F1;FOXO3;JUNB
41,positive regulation of DNA metabolic process (GO:0051054),0.4731435501574744,1.1025864233236486,0.3626943005181347,0.9403789914972025,1.0,6/16,25.53%,EYA4;ATRX;BABAM2;DHX36;UIMC1;MECP2
43,regulation of Notch signaling pathway (GO:0008593),0.4761065610941663,1.0899550709857095,0.37010309278350517,0.9532568957489086,1.0,5/15,13.95%,STAT3;MAML3;SREBF2;RBPJ;CREBBP
45,negative regulation of macromolecule metabolic process (GO:0010605),0.44832941858624875,1.0882584267805309,0.37399193548387094,0.9190650376926247,1.0,3/25,4.48%,RUNX1;FOXP1;RB1
46,positive regulation of cellular process (GO:0048522),0.4259873168533763,1.082037177688676,0.3743743743743744,0.9270678565763876,1.0,18/44,33.13%,ANKRD17;LMNA;CCAR1;WWTR1;ZFHX3;DHX36;BCLAF1;ACTN4;MEIS2;DOT1L;HDAC4;KDM4C;MECP2;NOTCH1;SOX4;SIRT2;INO80;SRPK2
48,chromatin organization (GO:0006325),0.41175570565917274,1.0592463240857939,0.382,0.982663565958865,1.0,25/62,29.39%,TOP1;SETD5;RB1;ATRX;PBRM1;JARID2;SMARCA5;BPTF;ESR1;KDM5A;RSF1;SMARCC1;KDM6B;HDAC4;KDM6A;KDM5C;KDM4C;KDM5B;BAZ2A;SAFB;HMG20A;ZBTB7A;HDAC8;SMARCA4;SETD2
52,positive regulation of nucleic acid-templated transcription (GO:1903508),0.38995602122349377,1.039688083922336,0.387,0.9856789783247075,1.0,55/125,38.23%,RUNX1;TCF4;TEAD1;RREB1;NCOA1;KMT2E;STAT3;CDKN1C;BRD7;NSD1;ARID1B;RFX3;RLF;DYRK1A;CREBBP;ZFHX3;NFIB;NSD3;ESR1;KDM5A;RSF1;BRD4;SMARCC1;HIPK2;FOXO1;TBL1XR1;THRAP3;SIX1;HDAC4;MED13;KDM3A;TBL1X;NOTCH1;SOX4;BICRA;WAC;SMAD3;SMARCA4;TAF15;KAT6B;CASZ1;CLOCK;NFKB1;JUN;MITF;MLLT3;CHD8;EP300;KMT2A;CREB5;HIF1A;BICRAL;NCOA6;EPC1;GLIS2
55,negative regulation of nucleic acid-templated transcription (GO:1903507),0.39188036326304443,1.0291818851179904,0.426,0.971597371643013,1.0,47/136,31.63%,ZEB1;RBFOX2;PBXIP1;NCOR1;NIPBL;CBX5;ARID5B;FOXN3;FOXP1;RB1;CDKN1C;ATXN1;ZHX2;ENO1;BRD7;RFX3;RBPJ;ZHX3;JARID2;SFPQ;THRA;RSF1;BCLAF1;MBTD1;UIMC1;KDM1A;FOXO1;BCL6;HDAC4;RCOR1;TCF7L2;KDM5C;TSHZ3;PHC3;MECP2;NOTCH1;ZBTB18;ZBTB7A;SMARCA4;KAT6B;ZMYND11;CLOCK;SBNO2;SIRT2;EHMT1;BTAF1;JUN
51,cellular response to hormone stimulus (GO:0032870),0.4380711887571474,1.0431849723685138,0.4322120285423038,0.9898692007318205,1.0,4/17,14.82%,NCOA1;STAT3;NCOA2;BCAS3
56,regulation of gene expression (GO:0010468),0.3839785805789369,1.0255178503849989,0.433,0.9683954294682393,1.0,54/146,32.38%,RUNX1;RREB1;CHD7;FOXN3;FOXP1;RB1;PEG3;JMJD1C;STAT3;ATRX;ATXN1;GSK3B;NCOA2;CCAR1;NSD1;WWTR1;RFX3;RBPJ;CREBBP;ZFHX3;PPARGC1B;NSD3;FUS;ADAM19;SFPQ;ESR1;DHX36;APP;BCL6;KDM6B;PRDM2;SMAD1;SIX1;HDAC4;KDM6A;SBNO1;BAZ2A;MECP2;YTHDC1;NOTCH1;SOX4;AFF1;HMG20A;SMAD3;CHD3;KAT6B;CASZ1;GTF2IRD1;CLOCK;SBNO2;NFKB1;NR2C2;GPBP1;MITF
49,negative regulation of Wnt signaling pathway (GO:0030178),0.4555586154133393,1.0471809844510382,0.43621399176954734,1.0,1.0,7/15,33.87%,PSME4;GSK3B;WWTR1;WWOX;TCF7L2;MLLT3;CHD8
50,phosphorylation (GO:0016310),0.4260161522197292,1.046979422227024,0.43850806451612906,0.9945021672140635,1.0,13/28,33.13%,TOP1;STAT3;GSK3B;CDK8;DYRK1A;HIPK2;TLK2;APP;PIK3CA;CCNT1;CDK17;CDK7;SRPK2
57,transcription initiation from RNA polymerase II promoter (GO:0006367),0.40361358881337367,1.0252645550830537,0.452,0.9526782326165382,1.0,17/46,32.50%,TEAD1;NCOR1;MAML3;TEAD4;WWTR1;RBPJ;CREBBP;ESR1;THRA;NR6A1;TBL1XR1;TBL1X;E2F2;NOTCH1;TAF15;NR2C2;CDK7
54,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),0.44011335084618763,1.0301189273416118,0.45752302968270214,0.9855192730592093,1.0,7/18,30.76%,RB1;PSME4;UBR2;TBL1XR1;TBL1X;CLOCK;SIRT2
53,regulation of macromolecule metabolic process (GO:0060255),0.4375832054198718,1.0382086851774754,0.4578680203045685,0.9725532622231238,1.0,8/20,26.90%,FOXP1;PEG3;APP;KDM6B;PRDM2;KDM6A;AFF1;HMG20A
58,negative regulation of programmed cell death (GO:0043069),0.41057545384956995,1.0067737542358972,0.49292929292929294,1.0,1.0,4/27,10.21%,MTDH;PAX7;BABAM2;GSK3B
59,negative regulation of gene expression (GO:0010629),0.3903309214348457,0.9959713546333739,0.51,1.0,1.0,10/46,20.30%,RUNX1;NCOR1;FOXP1;RB1;CNOT1;NCL;JARID2;ESR1;DHX36;APP
60,regulation of cellular macromolecule biosynthetic process (GO:2000112),0.3757301431649717,0.9912474087002235,0.536,1.0,1.0,38/100,32.38%,RREB1;CHD7;FOXN3;RB1;JMJD1C;STAT3;ANKRD17;ATRX;ATXN1;NCOA2;CCAR1;NSD1;WWTR1;RFX3;CREBBP;ZFHX3;PPARGC1B;NSD3;FUS;SFPQ;ESR1;APP;PRDM2;SIX1;SBNO1;BAZ2A;NOTCH1;SOX4;HMG20A;CHD3;KAT6B;CASZ1;GTF2IRD1;CLOCK;SBNO2;NR2C2;GPBP1;MITF
61,negative regulation of cellular process (GO:0048523),0.3875006620665342,0.9727244754832884,0.5575575575575575,1.0,1.0,15/42,30.76%,RB1;ARID2;LMNA;PBRM1;ENO1;BRD7;UBR2;APP;BCL6;ZBTB7C;NOTCH1;SOX4;SMAD3;SMARCA4;SIRT2
62,ATP-dependent chromatin remodeling (GO:0043044),0.40269157861394167,0.9720294260833747,0.5580221997981837,1.0,1.0,11/24,33.87%,CHD4;PBRM1;ARID1B;SMARCA5;GATAD2B;SMARCC1;ACTB;CHD3;SMARCA4;INO80;CHD8
64,histone modification (GO:0016570),0.38393021046522086,0.9650269950701663,0.5715715715715716,1.0,1.0,19/40,37.36%,EYA4;NSD1;CREBBP;NSD3;TBL1XR1;HDAC4;PHF20;RCOR1;TBL1X;BAZ2A;KAT6B;SIRT2;NAA50;EHMT1;MIER1;EP300;PRDM5;USP3;MORF4L1
65,"DNA-templated transcription, initiation (GO:0006352)",0.37567202012555184,0.9631649351148015,0.574,1.0,1.0,16/56,25.90%,TEAD1;NCOR1;MAML3;TEAD4;WWTR1;RBPJ;CREBBP;SMARCA5;ESR1;THRA;NR6A1;RSF1;TBL1XR1;TBL1X;E2F2;NOTCH1
66,protein deacetylation (GO:0006476),0.4047725300984406,0.9477316860454268,0.5740551583248212,1.0,1.0,9/18,37.36%,TBL1XR1;HDAC4;RCOR1;TBL1X;BAZ2A;SIRT2;MIER1;PRDM5;MORF4L1
63,regulation of nucleic acid-templated transcription (GO:1903506),0.3685494287591112,0.9717713452595726,0.579,1.0,1.0,37/99,32.38%,RREB1;CHD7;FOXN3;RB1;JMJD1C;STAT3;ATRX;ATXN1;NCOA2;CCAR1;NSD1;WWTR1;RFX3;CREBBP;ZFHX3;PPARGC1B;NSD3;FUS;SFPQ;ESR1;ACTN4;PRDM2;SIX1;SBNO1;BAZ2A;NOTCH1;SOX4;HMG20A;CHD3;KAT6B;CASZ1;GTF2IRD1;CLOCK;SBNO2;NR2C2;GPBP1;MITF
67,cellular component assembly (GO:0022607),0.41157382608891896,0.9429739157395981,0.5835073068893528,1.0,1.0,7/15,34.50%,TEAD1;CREBBP;VMP1;ACTB;MITF;LAMC1;KMT2A
68,negative regulation of canonical Wnt signaling pathway (GO:0090090),0.40936262691563197,0.9402576486782477,0.5882956878850103,1.0,1.0,6/15,33.87%,PSME4;GSK3B;WWTR1;TCF7L2;MLLT3;CHD8
73,histone deacetylation (GO:0016575),0.38907598775820407,0.9262046322448914,0.6050505050505051,1.0,1.0,11/22,37.36%,SFPQ;TBL1XR1;HDAC4;RCOR1;TBL1X;BAZ2A;HDAC8;SIRT2;MIER1;PRDM5;MORF4L1
71,positive regulation of programmed cell death (GO:0043068),0.39525622341267663,0.9334658641711857,0.6081218274111675,1.0,1.0,7/20,26.28%,ATF6;ANKRD1;CCAR1;BCLAF1;FOXO1;BCL6;SOX4
