,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
52,regulation of cell cycle (GO:0051726),0.405731628942515,1.052419179471895,0.4102306920762287,0.9502413585741346,1.0,14/29,35.05%,STAT3;TCF7L2;TTC28;ANKRD17;HNRNPU;RB1;HIPK2;NOTCH1;KAT2B;SRPK2;EP300;JUN;SMAD3;SIRT2
57,regulation of nucleic acid-templated transcription (GO:1903506),0.36623863276107993,1.0254027914077406,0.427,0.9652602241976262,1.0,38/98,32.72%,FOXN3;ATRX;JMJD1C;RREB1;STAT3;ATXN1;ZFHX3;CREBBP;WWTR1;NSD3;CHD7;SOX4;NSD1;SFPQ;RFX3;SIX1;NCOA2;KAT6B;HMG20A;FUS;ZMIZ1;RB1;TCF7L1;NR3C1;NOTCH1;CCAR1;CLOCK;BAZ2A;HIF1A;NR2C2;SBNO2;PRDM2;SBNO1;ESR1;EP300;ZBTB38;HP1BP3;IRF2
54,intracellular steroid hormone receptor signaling pathway (GO:0030518),0.41702958049384514,1.0436810196918056,0.428863868986694,0.948606919989453,1.0,6/18,21.81%,RBFOX2;DDX5;DDX17;ZMIZ1;KDM3A;NR3C1
56,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.3570592781339295,1.026467628153506,0.43,0.978144436427592,1.0,60/141,37.01%,ZEB1;RBFOX2;FOXN3;NIPBL;NCOR1;ARID5B;FOXP1;ATXN1;TCF7L2;JARID2;GSK3B;CNOT1;HDAC4;TSHZ3;ZHX3;FOXO1;UIMC1;MBTD1;CBX5;THRA;SFPQ;RFX3;ZHX2;KAT6B;RB1;PBXIP1;ZMYND11;RSF1;NR3C1;BRD7;KDM1A;NOTCH1;NCL;MECP2;BCLAF1;CLOCK;SCMH1;RCOR1;POU2F1;RBPJ;ENO1;SBNO2;KDM5C;EHMT1;GLIS2;CHD8;PHC3;RUNX2;EPC1;NCOR2;ZBTB38;CBFA2T2;TRIM33;JUN;SIRT2;DHX36;ARID4A;SMARCC2;TFDP2;KAT6A
53,cytokine-mediated signaling pathway (GO:0019221),0.40099539751648877,1.0504700630308341,0.43417085427135677,0.9399065145117352,1.0,10/30,27.57%,ZEB1;STAT3;PSME4;FOXO1;NFKB1;PIK3CA;STAT5B;POU2F1;HIF1A;FOXO3
59,regulation of gene expression (GO:0010468),0.3567866724129681,1.0192968732594891,0.44,0.9546755139085144,1.0,56/141,35.29%,RUNX1;FOXN3;ATRX;FOXP1;JMJD1C;RREB1;STAT3;ATXN1;PEG3;ZFHX3;GSK3B;HDAC4;CREBBP;WWTR1;NSD3;CHD7;APP;SOX4;NSD1;SFPQ;RFX3;KDM6A;SIX1;NCOA2;KAT6B;HMG20A;NFKB1;FUS;RB1;ADAM19;AFF1;TCF7L1;NR3C1;NOTCH1;CCAR1;MECP2;CLOCK;BAZ2A;RBPJ;HIF1A;NR2C2;SBNO2;PRDM2;SBNO1;KDM6B;SRPK2;ESR1;YTHDC1;EP300;ZBTB38;HP1BP3;IRF2;ATF2;SMAD3;CHD3;DHX36
58,transcription by RNA polymerase II (GO:0006366),0.36454091024738067,1.0198987245981277,0.44,0.9688743828258897,1.0,24/81,26.35%,NFIX;TEAD1;NCOR1;MAML3;RREB1;DDX5;CREBBP;WWTR1;TBL1X;THRA;NR6A1;MLLT3;MAML2;NFKB1;NFIC;PRRX1;NR3C1;SETD2;NOTCH1;TBL1XR1;POU2F1;RBPJ;NR2C2;KAT2B
60,negative regulation of multicellular organismal process (GO:0051241),0.40950347089330946,1.0168568674396987,0.4754601226993865,0.9477346157977805,1.0,6/17,25.61%,NFIB;GSK3B;RB1;NOTCH1;KLF7;RBPJ
55,"mRNA splicing, via spliceosome (GO:0000398)",0.40501243372025,1.0292708166133329,0.4762386248736097,0.984954002920487,1.0,9/22,29.78%,DDX5;DDX17;SFPQ;SF3B1;HNRNPU;FUS;CCAR1;SRPK2;YTHDC1
62,ATP-dependent chromatin remodeling (GO:0043044),0.39658027488770153,1.0053553428187652,0.4807692307692308,0.9562765089674531,1.0,15/23,45.59%,ARID1B;CHD4;PBRM1;ACTB;GATAD2B;SMARCC1;CHD8;SMARCA5;CHD3;SMARCC2;ARID1A;INO80;MBD2;SMARCA4;SMARCA2
61,negative regulation of nucleic acid-templated transcription (GO:1903507),0.35157980981442005,1.0079076557134805,0.491,0.962887378925968,1.0,47/133,30.51%,ZEB1;RBFOX2;FOXN3;NIPBL;NCOR1;ARID5B;FOXP1;ATXN1;TCF7L2;JARID2;HDAC4;TSHZ3;ZHX3;FOXO1;UIMC1;MBTD1;CBX5;THRA;SFPQ;RFX3;ZHX2;KAT6B;RB1;PBXIP1;ZMYND11;RSF1;NR3C1;BRD7;KDM1A;NOTCH1;MECP2;BCLAF1;CLOCK;SCMH1;RCOR1;POU2F1;RBPJ;ENO1;SBNO2;KDM5C;EHMT1;GLIS2;CHD8;PHC3;RUNX2;EPC1;NCOR2
63,regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),0.4058415932929432,0.9987863863598478,0.49691358024691357,0.9641907232041778,1.0,13/17,50.37%,ZEB2;CREBBP;HIPK2;BCL9L;EP300;SKI;TRIM33;SMAD3;ZBTB7A;SMAD4;CDKN1C;SNW1;SMAD2
